id,studentId,semester
6,2714bfd6-12cb-4011-a196-1d1093c5e6a3,6
7,2714bfd6-12cb-4011-a196-1d1093c5e6a3,7
8,2714bfd6-12cb-4011-a196-1d1093c5e6a3,0
1,bcd0e18d-2259-4ee7-88d7-0222d902f0c1,1
2,bcd0e18d-2259-4ee7-88d7-0222d902f0c1,1
3,bcd0e18d-2259-4ee7-88d7-0222d902f0c1,0
1,42516ca8-4236-44e0-8fa7-61826a64dbf5,1
2,42516ca8-4236-44e0-8fa7-61826a64dbf5,2
3,42516ca8-4236-44e0-8fa7-61826a64dbf5,3
4,42516ca8-4236-44e0-8fa7-61826a64dbf5,4
5,42516ca8-4236-44e0-8fa7-61826a64dbf5,5
6,42516ca8-4236-44e0-8fa7-61826a64dbf5,6
7,42516ca8-4236-44e0-8fa7-61826a64dbf5,7
8,42516ca8-4236-44e0-8fa7-61826a64dbf5,8
9,42516ca8-4236-44e0-8fa7-61826a64dbf5,9
10,42516ca8-4236-44e0-8fa7-61826a64dbf5,0
1,2b664997-67f2-44c3-835e-3d5b82b8a063,1
2,2b664997-67f2-44c3-835e-3d5b82b8a063,1
3,2b664997-67f2-44c3-835e-3d5b82b8a063,2
4,2b664997-67f2-44c3-835e-3d5b82b8a063,2
5,2b664997-67f2-44c3-835e-3d5b82b8a063,3
6,2b664997-67f2-44c3-835e-3d5b82b8a063,3
7,2b664997-67f2-44c3-835e-3d5b82b8a063,3
8,2b664997-67f2-44c3-835e-3d5b82b8a063,4
9,2b664997-67f2-44c3-835e-3d5b82b8a063,4
10,2b664997-67f2-44c3-835e-3d5b82b8a063,4
1,3071ddd4-ce40-4927-af19-ea821c2323b8,1
2,3071ddd4-ce40-4927-af19-ea821c2323b8,1
3,3071ddd4-ce40-4927-af19-ea821c2323b8,2
4,3071ddd4-ce40-4927-af19-ea821c2323b8,3
5,3071ddd4-ce40-4927-af19-ea821c2323b8,4
6,3071ddd4-ce40-4927-af19-ea821c2323b8,4
7,3071ddd4-ce40-4927-af19-ea821c2323b8,5
8,3071ddd4-ce40-4927-af19-ea821c2323b8,6
9,3071ddd4-ce40-4927-af19-ea821c2323b8,7
10,3071ddd4-ce40-4927-af19-ea821c2323b8,8
1,e9638a8c-4ad4-48e9-a2c6-a61401e87475,1
2,e9638a8c-4ad4-48e9-a2c6-a61401e87475,1
3,e9638a8c-4ad4-48e9-a2c6-a61401e87475,0
1,6e15f63a-9448-4857-9380-077a89f48c14,1
2,6e15f63a-9448-4857-9380-077a89f48c14,2
3,6e15f63a-9448-4857-9380-077a89f48c14,3
4,6e15f63a-9448-4857-9380-077a89f48c14,4
5,6e15f63a-9448-4857-9380-077a89f48c14,5
6,6e15f63a-9448-4857-9380-077a89f48c14,6
7,6e15f63a-9448-4857-9380-077a89f48c14,7
8,6e15f63a-9448-4857-9380-077a89f48c14,8
9,6e15f63a-9448-4857-9380-077a89f48c14,0
1,62b16118-86e1-4ecd-a7ba-63a550975196,1
2,62b16118-86e1-4ecd-a7ba-63a550975196,2
3,62b16118-86e1-4ecd-a7ba-63a550975196,2
4,62b16118-86e1-4ecd-a7ba-63a550975196,3
5,62b16118-86e1-4ecd-a7ba-63a550975196,0
1,b168abc9-62be-4f92-927a-d3682b485e6a,1
2,b168abc9-62be-4f92-927a-d3682b485e6a,1
3,b168abc9-62be-4f92-927a-d3682b485e6a,0
1,9263b9cc-3ef5-46eb-8a1d-c6f09a6bb23b,1
2,9263b9cc-3ef5-46eb-8a1d-c6f09a6bb23b,2
3,9263b9cc-3ef5-46eb-8a1d-c6f09a6bb23b,3
4,9263b9cc-3ef5-46eb-8a1d-c6f09a6bb23b,4
5,9263b9cc-3ef5-46eb-8a1d-c6f09a6bb23b,5
6,9263b9cc-3ef5-46eb-8a1d-c6f09a6bb23b,6
7,9263b9cc-3ef5-46eb-8a1d-c6f09a6bb23b,0
